episode,episode_return,total_steps,nodes_completed,nodes_skipped,workflow_size,workflow_complete,completion_rate,premature_executions,correct_executions,ctrl_loss,meta_loss
308,79.6400,12,5,0,5,1,1.0000,4,1,10.662318,88.839078
309,53.9000,30,5,0,5,1,1.0000,9,1,13.386094,113.552982
310,79.2900,17,5,0,5,1,1.0000,3,2,15.570692,131.947264
311,78.9900,17,5,0,5,1,1.0000,2,3,12.366864,53.152877
312,69.3900,17,5,0,5,1,1.0000,4,3,11.928854,88.567599
313,64.0400,22,5,0,5,1,1.0000,5,3,11.638401,83.880629
314,79.6000,10,5,0,5,1,1.0000,3,2,10.231423,80.839561
315,74.4700,11,5,0,5,1,1.0000,2,4,12.775895,62.006051
316,78.9600,18,5,0,5,1,1.0000,3,2,12.258584,122.327946
317,53.8300,29,5,0,5,1,1.0000,9,1,10.069850,107.709669
318,79.1600,18,5,0,5,1,1.0000,4,1,10.074952,96.555017
319,73.7600,18,5,0,5,1,1.0000,3,3,12.087503,98.792451
320,68.8500,35,5,0,5,1,1.0000,5,2,12.054044,115.761406
321,49.4600,18,5,0,5,1,1.0000,7,4,10.305141,129.346941
322,69.4800,14,5,0,5,1,1.0000,6,1,12.946871,125.870496
323,69.1800,24,5,0,5,1,1.0000,6,1,11.028465,125.563303
324,74.2800,14,5,0,5,1,1.0000,4,2,9.965973,83.797841
325,73.0100,23,5,0,5,1,1.0000,4,2,13.916533,76.170631
326,38.4600,38,5,0,5,1,1.0000,10,3,10.698096,104.886906
327,79.1400,12,5,0,5,1,1.0000,2,3,9.816774,110.102031
328,64.2500,15,5,0,5,1,1.0000,6,2,10.321773,138.728448
329,64.1400,22,5,0,5,1,1.0000,6,2,10.286920,134.764315
330,79.2500,15,5,0,5,1,1.0000,3,2,10.013496,134.452013
331,68.6900,27,5,0,5,1,1.0000,5,2,8.406259,77.591938
332,48.9600,28,4,1,5,1,0.8000,5,1,10.330389,76.308000
333,69.4400,12,5,0,5,1,1.0000,4,3,7.030033,141.503090
334,79.3300,19,5,0,5,1,1.0000,3,2,9.258481,93.017036
335,74.0600,18,5,0,5,1,1.0000,4,2,10.973729,86.658717
336,64.2200,26,5,0,5,1,1.0000,5,3,11.789426,189.347392
337,69.0900,27,5,0,5,1,1.0000,5,2,8.741599,84.469875
338,48.4300,39,5,0,5,1,1.0000,9,2,10.307959,57.231796
339,79.1100,13,5,0,5,1,1.0000,2,3,6.111055,93.943243
340,74.5400,12,5,0,5,1,1.0000,5,1,8.918046,90.877330
341,69.3900,17,5,0,5,1,1.0000,6,1,11.652528,114.032326
342,64.5200,16,5,0,5,1,1.0000,5,3,10.884550,90.910886
343,79.1800,14,5,0,5,1,1.0000,3,2,7.852580,93.295021
344,33.7700,31,4,1,5,1,0.8000,8,1,7.995842,86.106912
345,69.1900,17,5,0,5,1,1.0000,5,2,10.466803,91.122009
346,79.4100,13,5,0,5,1,1.0000,3,2,7.437415,143.742680
347,74.2900,17,5,0,5,1,1.0000,4,2,11.837035,98.405791
348,69.2400,22,5,0,5,1,1.0000,4,3,7.776656,68.129724
349,79.5200,16,5,0,5,1,1.0000,4,1,10.348653,92.398315
350,64.2600,18,5,0,5,1,1.0000,4,4,9.068572,85.280899
351,79.6700,11,5,0,5,1,1.0000,3,2,11.125454,69.537730
352,74.1100,23,5,0,5,1,1.0000,3,3,8.399145,70.582955
353,74.1500,15,5,0,5,1,1.0000,4,2,10.320348,95.889564
354,79.4200,16,5,0,5,1,1.0000,4,1,9.942341,130.214860
355,48.6900,37,5,0,5,1,1.0000,10,1,7.347633,65.380438
356,79.6900,7,5,0,5,1,1.0000,2,3,7.632336,136.457870
357,79.1900,17,5,0,5,1,1.0000,3,2,8.833209,91.607614
358,58.8100,33,5,0,5,1,1.0000,6,3,6.670771,93.230763
359,74.3100,23,5,0,5,1,1.0000,5,1,9.880189,93.938722
360,69.2100,23,5,0,5,1,1.0000,4,3,7.260277,69.365112
